1601	21958	21695	16	16	0	0	61	5	1	3	0
16	21481	21249	30	23	0	0	49	5	3	3	0
19	21479	21250	30	3	0	0	51	5	3	3	0
23	21490	21250	30	9	0	0	53	5	3	3	0
40	22995	22722	14	24	0	0	6	5	3	1	0
41	22083	21844	4	24	0	0	39	5	1	1	0
42	23007	22722	14	16	0	0	12	5	3	1	0
46	24133	23949	4	30	0	0	61	5	1	1	0
83	20603	20349	15	10	0	0	57	5	3	1	0
84	23081	22759	5	25	0	0	17	5	1	3	0
108	21429	21169	6	25	0	0	56	5	1	1	0
109	21538	21274	6	9	0	0	47	5	1	1	0
208	22204	21979	19	4	0	0	50	5	3	3	0
280	22914	22623	21	25	0	0	27	5	3	3	0
281	22827	22626	11	19	0	0	46	5	1	1	0
282	22794	22621	21	9	0	0	34	5	3	1	0
283	22918	22620	21	5	0	0	32	5	3	1	0
284	22857	22626	11	16	0	0	50	5	1	1	0
310	22277	22057	12	6	0	0	48	5	1	1	0
312	22287	22057	12	4	0	0	42	5	1	1	0
313	22334	22057	12	12	0	0	22	5	1	1	0
344	20611	20434	23	24	0	0	45	5	3	3	0
345	20626	20435	23	1	0	0	39	5	3	3	0
347	24323	24044	23	22	0	0	28	5	3	3	0
351	24348	24046	13	1	0	0	27	5	1	1	0
383	23701	23484	14	30	0	0	41	5	1	1	0
384	23821	23577	14	14	0	0	31	5	1	1	0
386	23872	23577	14	13	0	0	28	5	1	1	0
455	21851	21657	26	10	0	0	51	5	3	3	0
456	24157	23975	26	6	0	0	30	5	3	1	0
457	21028	20729	16	25	0	0	43	5	1	3	0
458	21138	20729	16	19	0	0	56	5	1	3	0
459	21942	21657	16	13	0	0	23	5	1	3	0
460	22245	21975	26	15	0	0	11	5	3	3	0
461	22157	21909	16	17	0	0	51	5	1	3	0
462	22237	21909	16	13	0	0	62	5	1	3	0
463	24265	23974	26	21	0	0	33	5	3	1	0
548	23498	23213	18	12	0	0	44	5	1	1	0
549	23437	23208	28	31	0	0	19	5	3	1	0
552	23039	22670	18	9	0	0	18	5	1	3	0
585	23362	23059	19	0	0	0	21	5	1	3	0
587	24525	24180	29	26	0	0	44	5	3	3	0
588	23434	23058	19	29	0	0	15	5	1	3	0
628	23618	23430	20	21	0	0	35	5	1	1	0
629	20971	20766	30	5	0	0	50	5	3	1	0
630	21012	20766	30	6	0	0	42	5	3	1	0
661	21046	20714	21	1	0	0	2	5	1	3	0
662	20614	20355	21	30	0	0	6	5	1	1	0
664	21687	21334	21	25	0	0	19	5	1	3	0
