1632	17141	16847	27	15	0	0	37	4	3	3	0
81	17999	17614	5	7	0	0	52	4	1	3	0
106	18996	18681	6	7	0	0	60	4	1	1	0
107	19575	19322	16	1	0	0	44	4	3	1	0
110	19651	19321	16	23	0	0	57	4	3	1	0
139	17436	17167	17	23	0	0	62	4	3	3	0
169	16914	16695	18	12	0	0	35	4	3	1	0
170	19513	19286	18	7	0	0	34	4	3	3	0
171	19593	19286	8	26	0	0	21	4	1	3	0
172	16937	16695	18	8	0	0	36	4	3	1	0
173	17040	16700	8	3	0	0	28	4	1	1	0
205	20061	19811	19	6	0	0	37	4	3	1	0
206	20007	19760	19	5	0	0	33	4	3	3	0
278	17445	17183	21	0	0	0	4	4	3	1	0
309	18050	17680	12	19	0	0	36	4	1	3	0
342	17156	16898	23	4	0	0	13	4	3	3	0
343	19510	19182	23	22	0	0	25	4	3	3	0
346	19451	19197	13	9	0	0	5	4	1	1	0
378	17799	17550	24	5	0	0	25	4	3	1	0
379	20102	19926	24	10	0	0	18	4	3	1	0
380	20131	19925	24	18	0	0	13	4	3	1	0
385	20132	19926	24	9	0	0	14	4	3	1	0
387	20238	19924	24	19	0	0	16	4	3	1	0
428	16671	16403	15	4	0	0	5	4	1	3	0
453	17004	16794	26	11	0	0	53	4	3	1	0
501	17454	17226	27	19	0	0	30	4	3	1	0
503	17462	17230	27	20	0	0	19	4	3	3	0
504	18325	18050	17	14	0	0	2	4	1	3	0
505	17570	17226	27	23	0	0	33	4	3	1	0
506	17478	17231	27	0	0	0	25	4	3	3	0
508	18321	18050	17	13	0	0	8	4	1	3	0
511	19861	19622	17	27	0	0	38	4	1	3	0
546	16701	16443	18	24	0	0	16	4	1	3	0
586	19321	19041	29	28	0	0	3	4	3	3	0
626	19730	19404	30	19	0	0	46	4	3	3	0
659	19924	19739	31	14	0	0	4	4	3	3	0
663	20163	19737	31	16	0	0	6	4	3	3	0
692	18544	18300	0	5	0	0	48	4	3	3	0
693	18975	18748	0	9	0	0	55	4	3	3	0
695	19080	18749	22	5	0	0	8	4	1	3	0
802	19758	19450	25	12	0	0	14	4	1	3	0
803	20174	19901	25	21	0	0	8	4	1	1	0
804	20190	19896	3	11	0	0	56	4	3	1	0
805	18081	17848	3	5	0	0	21	4	3	3	0
854	16366	16029	4	28	0	0	33	4	3	3	0
867	17550	17367	5	23	0	0	37	4	3	1	0
868	18702	18442	5	7	0	0	51	4	3	3	0
869	17595	17367	5	11	0	0	40	4	3	1	0
870	17775	17366	5	27	0	0	38	4	3	1	0
879	18788	18442	27	23	0	0	1	4	1	3	0
910	17557	17313	28	30	0	0	21	4	1	1	0
911	17580	17314	28	0	0	0	3	4	1	1	0
913	19715	19315	6	0	0	0	38	4	3	3	0
950	16352	16018	7	1	0	0	61	4	3	3	0
952	16367	16019	29	0	0	0	1	4	1	3	0
982	18775	18521	8	6	0	0	37	4	3	1	0
1130	18512	18243	3	0	0	0	8	4	1	1	0
1131	19084	18915	13	21	0	0	18	4	3	1	0
1132	19847	19556	3	8	0	0	50	4	1	3	0
1133	19236	18913	13	22	0	0	24	4	3	1	0
1167	20358	20171	4	31	0	0	48	4	1	1	0
1168	19812	19639	14	4	0	0	25	4	3	1	0
1171	19987	19638	14	3	0	0	19	4	3	1	0
1208	18424	18247	15	13	0	0	7	4	3	1	0
1210	18540	18246	15	16	0	0	10	4	3	1	0
1240	17488	17265	6	22	0	0	56	4	1	1	0
1241	17525	17242	6	11	0	0	49	4	1	1	0
1243	17538	17241	6	9	0	0	43	4	1	1	0
1273	18588	18321	7	9	0	0	12	4	1	1	0
1276	18638	18315	17	25	0	0	51	4	3	1	0
1311	17865	17554	18	29	0	0	2	4	3	1	0
1348	19305	18964	9	24	0	0	41	4	1	3	0
1349	17362	17174	9	24	0	0	34	4	1	1	0
1350	17394	17175	9	9	0	0	31	4	1	1	0
1351	18759	18566	9	4	0	0	54	4	1	1	0
1352	18938	18565	9	21	0	0	57	4	1	1	0
1354	17453	17169	19	19	0	0	24	4	3	1	0
1361	19010	18778	9	4	0	0	60	4	1	1	0
1362	19036	18759	9	23	0	0	54	4	1	1	0
1381	18202	17934	10	3	0	0	34	4	1	1	0
1385	18131	17893	20	13	0	0	29	4	3	1	0
1448	17472	17281	12	6	0	0	12	4	1	1	0
1449	17642	17274	22	25	0	0	14	4	3	1	0
1450	20416	20217	22	20	0	0	43	4	3	3	0
1455	17490	17280	12	6	0	0	51	4	1	1	0
1481	16832	16589	13	27	0	0	40	4	1	3	0
1482	19698	19450	13	6	0	0	29	4	1	1	0
1483	16876	16589	13	21	0	0	44	4	1	3	0
1485	19717	19444	23	20	0	0	22	4	3	1	0
1488	16884	16589	13	7	0	0	20	4	1	3	0
1518	19011	18733	14	21	0	0	22	4	1	3	0
1520	18973	18733	24	6	0	0	45	4	3	3	0
1523	19034	18732	14	29	0	0	8	4	1	3	0
1555	16602	16333	25	4	0	0	18	4	3	1	0
1558	19534	19267	25	24	0	0	27	4	3	1	0
1596	16509	16220	16	24	0	0	45	4	1	1	0
1597	19486	19270	16	12	0	0	8	4	1	3	0
1599	19530	19270	16	27	0	0	63	4	1	3	0
1600	16470	16216	26	1	0	0	17	4	3	1	0
1628	16970	16592	27	2	0	0	18	4	3	1	0
2838	16684	16469	17	16	0	0	20	4	1	1	0
1654	17987	17733	28	29	0	0	57	4	3	1	0
1655	18088	17769	28	20	0	0	1	4	3	3	0
1679	17500	17306	29	18	0	0	34	4	3	1	0
1680	18361	18167	29	22	0	0	47	4	3	3	0
1681	17538	17305	29	24	0	0	45	4	3	1	0
1682	18643	18351	29	26	0	0	44	4	3	3	0
1683	17627	17305	29	9	0	0	32	4	3	1	0
1684	17665	17305	29	3	0	0	48	4	3	1	0
1685	18552	18348	29	9	0	0	15	4	3	1	0
1686	18613	18348	29	8	0	0	13	4	3	1	0
1687	18664	18348	29	11	0	0	34	4	3	1	0
1743	18902	18612	31	5	0	0	40	4	3	1	0
1744	18833	18617	21	28	0	0	23	4	1	1	0
1788	17412	17105	22	24	0	0	20	4	1	3	0
1790	18818	18499	22	13	0	0	17	4	1	3	0
1903	17485	17291	3	3	0	0	14	4	3	1	0
1905	19277	19075	3	3	0	0	22	4	3	3	0
1906	17475	17296	25	22	0	0	55	4	1	1	0
1907	19922	19724	3	0	0	0	62	4	3	1	0
1908	19945	19722	3	24	0	0	0	4	3	1	0
1909	17514	17296	25	24	0	0	59	4	1	1	0
1910	18067	17776	25	25	0	0	25	4	1	1	0
1940	16426	16059	26	22	0	0	7	4	1	3	0
