1097	14669	14428	2	9	0	0	14	3	1	1	0
0	12389	12185	26	11	0	0	31	3	3	1	0
1	13224	12963	26	7	0	0	36	3	3	1	0
2	13270	12963	26	8	0	0	38	3	3	1	0
10	16025	15751	12	12	0	0	44	3	1	1	0
12	16221	16037	19	14	0	0	28	3	1	1	0
13	16298	16036	19	21	0	0	31	3	1	1	0
26	12882	12563	22	13	0	0	45	3	1	1	0
37	14403	14091	0	21	0	0	45	3	1	1	0
77	13879	13695	5	20	0	0	45	3	1	1	0
78	13890	13695	5	14	0	0	43	3	1	1	0
79	16179	15946	5	11	0	0	18	3	1	1	0
82	13850	13440	15	8	0	0	62	3	3	3	0
135	12416	12189	17	12	0	0	39	3	3	3	0
136	13142	12797	7	30	0	0	3	3	1	3	0
137	13670	13366	7	31	0	0	29	3	1	3	0
138	13680	13366	17	8	0	0	32	3	3	3	0
159	13439	13226	18	25	0	0	39	3	3	3	0
160	13705	13396	8	21	0	0	60	3	1	3	0
161	15356	15092	18	2	0	0	51	3	3	1	0
162	13019	12734	8	24	0	0	61	3	1	1	0
163	13491	13226	18	9	0	0	42	3	3	3	0
164	15262	15082	8	14	0	0	9	3	1	1	0
165	13687	13478	18	22	0	0	17	3	3	3	0
166	16158	15933	18	23	0	0	29	3	3	3	0
167	15277	15082	8	18	0	0	7	3	1	1	0
168	15372	15082	8	5	0	0	4	3	1	1	0
203	13955	13692	19	2	0	0	62	3	3	3	0
204	15212	14943	19	14	0	0	17	3	3	3	0
211	13958	13693	9	19	0	0	63	3	1	3	0
242	14876	14610	20	23	0	0	17	3	3	3	0
247	13053	12791	10	2	0	0	40	3	1	3	0
339	15899	15699	23	3	0	0	34	3	3	1	0
340	15975	15697	23	20	0	0	29	3	3	1	0
341	15954	15703	13	12	0	0	41	3	1	1	0
376	12557	12307	24	5	0	0	48	3	3	1	0
377	12707	12306	24	24	0	0	46	3	3	1	0
382	12938	12692	14	1	0	0	25	3	1	1	0
421	13377	13151	15	2	0	0	40	3	1	3	0
422	12743	12524	25	25	0	0	41	3	3	3	0
423	13340	13072	15	14	0	0	38	3	1	1	0
424	13375	13067	25	11	0	0	18	3	3	1	0
425	12764	12524	25	22	0	0	48	3	3	3	0
426	16019	15815	25	14	0	0	58	3	3	1	0
427	14055	13781	15	21	0	0	7	3	1	1	0
429	13431	13150	25	18	0	0	24	3	3	3	0
449	13092	12786	26	11	0	0	44	3	3	3	0
450	13151	12786	26	19	0	0	38	3	3	3	0
452	15812	15513	26	19	0	0	11	3	3	3	0
454	13108	12786	16	30	0	0	19	3	1	3	0
499	13652	13391	27	22	0	0	27	3	3	1	0
545	16113	15902	28	23	0	0	43	3	3	1	0
547	16268	15901	28	0	0	0	45	3	3	1	0
581	14343	14013	29	20	0	0	50	3	3	3	0
